2019-05-19 18:18:14
sign_sgd_majority_one-point_log-reg_var-step_20_0,1_1
it: 435, loss: 30423.605493734427, stepsize: 0.004794633014853842
it: 436, loss: 30419.82104728547, stepsize: 0.004789131426105757
it: 437, loss: 30416.042718408058, stepsize: 0.004783648732349399
it: 438, loss: 30412.267516597156, stepsize: 0.004778184825674966
it: 439, loss: 30408.498397285603, stepsize: 0.004772739599033477
it: 440, loss: 30404.73237701036, stepsize: 0.0047673129462279615
it: 441, loss: 30400.970946799767, stepsize: 0.004761904761904762
it: 442, loss: 30397.215501765622, stepsize: 0.004756514941544941
it: 443, loss: 30393.463159722338, stepsize: 0.0047511433814557994
it: 444, loss: 30389.715361301543, stepsize: 0.004745789978762496
it: 445, loss: 30385.973452031805, stepsize: 0.004740454631399773
it: 446, loss: 30382.236054252957, stepsize: 0.0047351372381037845
it: 447, loss: 30378.501705272014, stepsize: 0.004729837698404022
it: 448, loss: 30374.771839231606, stepsize: 0.00472455591261534
it: 449, loss: 30371.04779603607, stepsize: 0.004719291781830087
it: 450, loss: 30367.328204343645, stepsize: 0.004714045207910317
it: 451, loss: 30363.611608519044, stepsize: 0.004708816093480111
it: 452, loss: 30359.90083112621, stepsize: 0.004703604341917986
it: 453, loss: 30356.19302354824, stepsize: 0.004698409857349396
it: 454, loss: 30352.49100214607, stepsize: 0.004693232544639321
it: 455, loss: 30348.793359087813, stepsize: 0.004688072309384954
it: 456, loss: 30345.0986033005, stepsize: 0.00468292905790847
it: 457, loss: 30341.408198780737, stepsize: 0.00467780269724988
it: 458, loss: 30337.723517031747, stepsize: 0.004672693135159978
it: 459, loss: 30334.043156550546, stepsize: 0.004667600280093366
it: 460, loss: 30330.365633301997, stepsize: 0.004662524041201569
it: 461, loss: 30326.693829659118, stepsize: 0.004657464328326223
it: 462, loss: 30323.02483861122, stepsize: 0.004652421051992354
it: 463, loss: 30319.361536302495, stepsize: 0.0046473941234017315
it: 464, loss: 30315.701022231446, stepsize: 0.004642383454426297
it: 465, loss: 30312.04474769106, stepsize: 0.004637388957601683
it: 466, loss: 30308.39407310231, stepsize: 0.004632410546120795
it: 467, loss: 30304.747609284033, stepsize: 0.004627448133827475
it: 468, loss: 30301.103885905184, stepsize: 0.004622501635210242
it: 469, loss: 30297.465760457668, stepsize: 0.004617570965396102
it: 470, loss: 30293.830351907767, stepsize: 0.004612656040144426
it: 471, loss: 30290.200511663577, stepsize: 0.004607756775840914
it: 472, loss: 30286.573365038854, stepsize: 0.004602873089491617
it: 473, loss: 30282.951757393213, stepsize: 0.004598004898717029
it: 474, loss: 30279.332820348536, stepsize: 0.004593152121746254
it: 475, loss: 30275.71939325095, stepsize: 0.004588314677411235
it: 476, loss: 30272.108613991597, stepsize: 0.004583492485141057
it: 477, loss: 30268.503315937756, stepsize: 0.004578685464956301
it: 478, loss: 30264.900643211342, stepsize: 0.0045738935374634825
it: 479, loss: 30261.303423235142, stepsize: 0.004569116623849539
it: 480, loss: 30257.708806323724, stepsize: 0.004564354645876384
it: 481, loss: 30254.11821931495, stepsize: 0.004559607525875533
it: 482, loss: 30250.533001254247, stepsize: 0.00455487518674277
it: 483, loss: 30246.951786605638, stepsize: 0.004550157551932901
it: 484, loss: 30243.37313131251, stepsize: 0.004545454545454546
it: 485, loss: 30239.79984499478, stepsize: 0.004540766091864999
it: 486, loss: 30236.229096492316, stepsize: 0.004536092116265145
it: 487, loss: 30232.663689615165, stepsize: 0.004531432544294438
it: 488, loss: 30229.10079924685, stepsize: 0.004526787302125927
it: 489, loss: 30225.543223420398, stepsize: 0.004522156316461346
it: 490, loss: 30221.98814302674, stepsize: 0.004517539514526257
it: 491, loss: 30218.43835035437, stepsize: 0.004512936824065243
it: 492, loss: 30214.891032265787, stepsize: 0.004508348173337161
it: 493, loss: 30211.347597947777, stepsize: 0.00450377349111045
it: 494, loss: 30207.809370972223, stepsize: 0.0044992127066584755
it: 495, loss: 30204.27362831736, stepsize: 0.0044946657497549475
it: 496, loss: 30200.74306690794, stepsize: 0.004490132550669373
it: 497, loss: 30197.214969441564, stepsize: 0.004485613040162566
it: 498, loss: 30193.69069742642, stepsize: 0.0044811071494822085
it: 499, loss: 30190.171527753835, stepsize: 0.0044766148103584525
Master: sending signal to all workers to stop.
