2019-05-19 18:18:22
sign_sgd_majority_one-point_log-reg_var-step_20_1,0_1
it: 436, loss: 9509.499225044618, stepsize: 0.04789131426105757
it: 437, loss: 9490.761447020932, stepsize: 0.047836487323493986
it: 438, loss: 9472.075332867746, stepsize: 0.04778184825674966
it: 439, loss: 9453.453981290015, stepsize: 0.047727395990334764
it: 440, loss: 9434.81874441702, stepsize: 0.04767312946227962
it: 441, loss: 9416.247926194794, stepsize: 0.047619047619047616
it: 442, loss: 9397.728247648838, stepsize: 0.047565149415449405
it: 443, loss: 9379.24006491166, stepsize: 0.04751143381455799
it: 444, loss: 9360.802754766344, stepsize: 0.04745789978762495
it: 445, loss: 9342.396649573948, stepsize: 0.04740454631399772
it: 446, loss: 9324.041153472786, stepsize: 0.04735137238103784
it: 447, loss: 9305.748999191685, stepsize: 0.047298376984040214
it: 448, loss: 9287.442380132847, stepsize: 0.0472455591261534
it: 449, loss: 9269.216654682428, stepsize: 0.04719291781830087
it: 450, loss: 9251.005294587161, stepsize: 0.04714045207910317
it: 451, loss: 9232.842111389402, stepsize: 0.04708816093480111
it: 452, loss: 9214.728817697043, stepsize: 0.047036043419179864
it: 453, loss: 9196.631117607163, stepsize: 0.046984098573493956
it: 454, loss: 9178.611889757163, stepsize: 0.04693232544639321
it: 455, loss: 9160.607988720214, stepsize: 0.04688072309384954
it: 456, loss: 9142.653490517874, stepsize: 0.0468292905790847
it: 457, loss: 9124.728447312656, stepsize: 0.0467780269724988
it: 458, loss: 9106.852563571689, stepsize: 0.046726931351599776
it: 459, loss: 9088.99155820121, stepsize: 0.04667600280093366
it: 460, loss: 9071.209903094139, stepsize: 0.04662524041201569
it: 461, loss: 9053.439190924079, stepsize: 0.04657464328326223
it: 462, loss: 9035.719002671358, stepsize: 0.046524210519923545
it: 463, loss: 9018.027458185315, stepsize: 0.04647394123401731
it: 464, loss: 9000.384361929664, stepsize: 0.046423834544262965
it: 465, loss: 8982.755459174208, stepsize: 0.04637388957601683
it: 466, loss: 8965.203127778004, stepsize: 0.04632410546120795
it: 467, loss: 8947.66473724086, stepsize: 0.046274481338274755
it: 468, loss: 8930.174345090532, stepsize: 0.046225016352102424
it: 469, loss: 8912.711797761149, stepsize: 0.04617570965396102
it: 470, loss: 8895.29702358815, stepsize: 0.04612656040144425
it: 471, loss: 8877.89576876317, stepsize: 0.04607756775840914
it: 472, loss: 8860.570183664102, stepsize: 0.04602873089491617
it: 473, loss: 8843.278071361638, stepsize: 0.045980048987170286
it: 474, loss: 8825.983179752846, stepsize: 0.04593152121746254
it: 475, loss: 8808.741012050521, stepsize: 0.04588314677411235
it: 476, loss: 8791.564206989406, stepsize: 0.045834924851410566
it: 477, loss: 8774.400214363835, stepsize: 0.04578685464956301
it: 478, loss: 8757.283184330377, stepsize: 0.045738935374634825
it: 479, loss: 8740.192666645602, stepsize: 0.04569116623849538
it: 480, loss: 8723.148899737938, stepsize: 0.04564354645876384
it: 481, loss: 8706.131398116868, stepsize: 0.04559607525875532
it: 482, loss: 8689.16043799094, stepsize: 0.04554875186742769
it: 483, loss: 8672.215498320777, stepsize: 0.045501575519329006
it: 484, loss: 8655.316893337824, stepsize: 0.045454545454545456
it: 485, loss: 8638.461696888879, stepsize: 0.045407660918649985
it: 486, loss: 8621.617387531092, stepsize: 0.045360921162651446
it: 487, loss: 8604.816215310828, stepsize: 0.04531432544294438
it: 488, loss: 8588.060997027289, stepsize: 0.045267873021259265
it: 489, loss: 8571.317346864053, stepsize: 0.045221563164613454
it: 490, loss: 8554.646847849912, stepsize: 0.045175395145262566
it: 491, loss: 8537.974028024611, stepsize: 0.04512936824065242
it: 492, loss: 8521.364547467354, stepsize: 0.045083481733371615
it: 493, loss: 8504.771654155924, stepsize: 0.04503773491110449
it: 494, loss: 8488.241833861597, stepsize: 0.04499212706658475
it: 495, loss: 8471.722958518832, stepsize: 0.044946657497549475
it: 496, loss: 8455.249284419659, stepsize: 0.04490132550669373
it: 497, loss: 8438.833506984474, stepsize: 0.04485613040162566
it: 498, loss: 8422.39559956198, stepsize: 0.04481107149482209
it: 499, loss: 8406.015315700959, stepsize: 0.04476614810358452
Master: sending signal to all workers to stop.
