2019-05-19 18:18:19
sign_sgd_majority_one-point_log-reg_var-step_20_0,5_1
it: 436, loss: 19332.993295160304, stepsize: 0.023945657130528784
it: 437, loss: 19318.832406283906, stepsize: 0.023918243661746993
it: 438, loss: 19304.69471830017, stepsize: 0.02389092412837483
it: 439, loss: 19290.580954980895, stepsize: 0.023863697995167382
it: 440, loss: 19276.485743137935, stepsize: 0.02383656473113981
it: 441, loss: 19262.414301294277, stepsize: 0.023809523809523808
it: 442, loss: 19248.36574935811, stepsize: 0.023782574707724703
it: 443, loss: 19234.338468023117, stepsize: 0.023755716907278995
it: 444, loss: 19220.33399663694, stepsize: 0.023728949893812475
it: 445, loss: 19206.35064702763, stepsize: 0.02370227315699886
it: 446, loss: 19192.38995940652, stepsize: 0.02367568619051892
it: 447, loss: 19178.450246381206, stepsize: 0.023649188492020107
it: 448, loss: 19164.53304905844, stepsize: 0.0236227795630767
it: 449, loss: 19150.63668076669, stepsize: 0.023596458909150436
it: 450, loss: 19136.76268354195, stepsize: 0.023570226039551584
it: 451, loss: 19122.90937137349, stepsize: 0.023544080467400554
it: 452, loss: 19109.078287262157, stepsize: 0.023518021709589932
it: 453, loss: 19095.267745796835, stepsize: 0.023492049286746978
it: 454, loss: 19081.4717610463, stepsize: 0.023466162723196606
it: 455, loss: 19067.711229661654, stepsize: 0.02344036154692477
it: 456, loss: 19053.96502738346, stepsize: 0.02341464528954235
it: 457, loss: 19040.23287516505, stepsize: 0.0233890134862494
it: 458, loss: 19026.522435192554, stepsize: 0.023363465675799888
it: 459, loss: 19012.844922217428, stepsize: 0.02333800140046683
it: 460, loss: 18999.176292545966, stepsize: 0.023312620206007845
it: 461, loss: 18985.536230802016, stepsize: 0.023287321641631116
it: 462, loss: 18971.913330046555, stepsize: 0.023262105259961773
it: 463, loss: 18958.318837935753, stepsize: 0.023236970617008655
it: 464, loss: 18944.738281092086, stepsize: 0.023211917272131483
it: 465, loss: 18931.185974927736, stepsize: 0.023186944788008416
it: 466, loss: 18917.64008266064, stepsize: 0.023162052730603976
it: 467, loss: 18904.128618591403, stepsize: 0.023137240669137377
it: 468, loss: 18890.630859034212, stepsize: 0.023112508176051212
it: 469, loss: 18877.152593909024, stepsize: 0.02308785482698051
it: 470, loss: 18863.695301447544, stepsize: 0.023063280200722125
it: 471, loss: 18850.257373972636, stepsize: 0.02303878387920457
it: 472, loss: 18836.840291194552, stepsize: 0.023014365447458086
it: 473, loss: 18823.442445304732, stepsize: 0.022990024493585143
it: 474, loss: 18810.072569808686, stepsize: 0.02296576060873127
it: 475, loss: 18796.707307485038, stepsize: 0.022941573387056175
it: 476, loss: 18783.362550573987, stepsize: 0.022917462425705283
it: 477, loss: 18770.045165735206, stepsize: 0.022893427324781505
it: 478, loss: 18756.753361206305, stepsize: 0.022869467687317412
it: 479, loss: 18743.474345121325, stepsize: 0.02284558311924769
it: 480, loss: 18730.20827974937, stepsize: 0.02282177322938192
it: 481, loss: 18716.975546331494, stepsize: 0.02279803762937766
it: 482, loss: 18703.755646378944, stepsize: 0.022774375933713845
it: 483, loss: 18690.554558610802, stepsize: 0.022750787759664503
it: 484, loss: 18677.373468996204, stepsize: 0.022727272727272728
it: 485, loss: 18664.210892421495, stepsize: 0.022703830459324992
it: 486, loss: 18651.06103632765, stepsize: 0.022680460581325723
it: 487, loss: 18637.944063054485, stepsize: 0.02265716272147219
it: 488, loss: 18624.83969907151, stepsize: 0.022633936510629633
it: 489, loss: 18611.75361311033, stepsize: 0.022610781582306727
it: 490, loss: 18598.68725976391, stepsize: 0.022587697572631283
it: 491, loss: 18585.639067680535, stepsize: 0.02256468412032621
it: 492, loss: 18572.61049301803, stepsize: 0.022541740866685808
it: 493, loss: 18559.599964050725, stepsize: 0.022518867455552247
it: 494, loss: 18546.608938468173, stepsize: 0.022496063533292376
it: 495, loss: 18533.635844190572, stepsize: 0.022473328748774737
it: 496, loss: 18520.689206710093, stepsize: 0.022450662753346864
it: 497, loss: 18507.746261801098, stepsize: 0.02242806520081283
it: 498, loss: 18494.829653777197, stepsize: 0.022405535747411044
it: 499, loss: 18481.930753793204, stepsize: 0.02238307405179226
Master: sending signal to all workers to stop.
